"symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"RNDY","Roundy&#39;s, Inc.","2.19","$108.16M","2012","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/rndy",
"RSE","Rouse Properties, Inc.","18.03","$1.05B","2011","Finance","Real Estate","http://www.nasdaq.com/symbol/rse",
"ROVI","Rovi Corporation","11.01","$956.95M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/rovi",
"RDC","Rowan Companies plc","18.75","$2.34B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rdc",
"RBPAA","Royal Bancshares of Pennsylvania, Inc.","2.18","$60.86M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rbpaa",
"RY","Royal Bank Of Canada","56.88","$82.09B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ry",
"RBS","Royal Bank Scotland plc (The)","10.04","$57.63B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs",
"RBS^E","Royal Bank Scotland plc (The)","24.6","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^e",
"RBS^F","Royal Bank Scotland plc (The)","25.7957","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^f",
"RBS^G","Royal Bank Scotland plc (The)","24.7473","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^g",
"RBS^H","Royal Bank Scotland plc (The)","25.68","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^h",
"RBS^I","Royal Bank Scotland plc (The)","25.21","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^i",
"RBS^L","Royal Bank Scotland plc (The)","24.58","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^l",
"RBS^R","Royal Bank Scotland plc (The)","24.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^r",
"RBS^S","Royal Bank Scotland plc (The)","25.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^s",
"RBS^T","Royal Bank Scotland plc (The)","25.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^t",
"RCL","Royal Caribbean Cruises Ltd.","98.73","$21.72B","1993","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/rcl",
"RDS.A","Royal Dutch Shell PLC","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rds.a",
"RDS.B","Royal Dutch Shell PLC","n/a","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rds.b",
"RGLD","Royal Gold, Inc.","50.5","$3.3B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rgld",
"ROYL","Royale Energy, Inc.","0.6799","$10.22M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/royl",
"RGT","Royce Global Value Trust, Inc.","7.66","$78.87M","2013","n/a","n/a","http://www.nasdaq.com/symbol/rgt",
"RMT","Royce Micro-Cap Trust, Inc.","8.11","$282.81M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rmt",
"RVT","Royce Value Trust, Inc.","12.18","$940.92M","1986","n/a","n/a","http://www.nasdaq.com/symbol/rvt",
"RES","RPC, Inc.","11.31","$2.45B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/res",
"RPM","RPM International Inc.","45.04","$5.99B","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/rpm",
"RPXC","RPX Corporation","15.26","$836.35M","2011","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/rpxc",
"RRM","RR Media Ltd.","9","$156.55M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/rrm",
"RSPP","RSP Permian, Inc.","25.75","$2.37B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rspp",
"RTIX","RTI Surgical, Inc.","4.74","$273.11M","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/rtix",
"RBY","Rubicon Minerals Corp","0.465","$183.64M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rby",
"RBCN","Rubicon Technology, Inc.","1.16","$30.4M","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/rbcn",
"RT","Ruby Tuesday, Inc.","5.23","$324.01M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rt",
"RKUS","Ruckus Wireless, Inc.","12.74","$1.12B","2012","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rkus",
"RTEC","Rudolph Technologies, Inc.","12.34","$390.17M","1999","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rtec",
"RUSHA","Rush Enterprises, Inc.","24.87","$1B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/rusha",
"RUSHB","Rush Enterprises, Inc.","22.74","$917.74M","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/rushb",
"RUTH","Ruth&#39;s Hospitality Group, Inc.","15.83","$557.4M","2005","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/ruth",
"RXII","RXI Pharmaceuticals Corporation","0.4124","$26.79M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rxii",
"RYAAY","Ryanair Holdings plc","81.51","$22.06B","1997","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ryaay",
"R","Ryder System, Inc.","70.65","$3.77B","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/r",
"RYI","Ryerson Holding Corporation","5.48","$175.57M","2014","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/ryi",
"RHP","Ryman Hospitality Properties, Inc.","51.74","$2.65B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rhp",
"STBA","S&T Bancorp, Inc.","32.45","$1.13B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stba",
"SANW","S&W Seed Company","4.55","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/sanw",
"SBR","Sabine Royalty Trust","33.14","$483.16M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sbr",
"SBRA","Sabra Healthcare REIT, Inc.","22.82","$1.49B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sbra",
"SBRAP","Sabra Healthcare REIT, Inc.","25.93","$149.1M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sbrap",
"SABR","Sabre Corporation","29.57","$8.09B","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sabr",
"SAEX","SAExploration Holdings, Inc.","2.74","$40.89M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/saex",
"SB","Safe Bulkers, Inc","3.13","$261.28M","2008","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sb",
"SB^B","Safe Bulkers, Inc","24.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sb^b",
"SB^C","Safe Bulkers, Inc","14.642","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sb^c",
"SB^D","Safe Bulkers, Inc","14.59","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sb^d",
"SFE","Safeguard Scientifics, Inc.","17.2","$356.36M","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/sfe",
"SAFT","Safety Insurance Group, Inc.","58.43","$881.85M","2002","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/saft",
"SGA","Saga Communications, Inc.","41.45","$240.85M","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sga",
"SAGE","Sage Therapeutics, Inc.","45.57","$1.31B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sage",
"SGNT","Sagent Pharmaceuticals, Inc.","16.32","$533.49M","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgnt",
"SAIA","Saia, Inc.","32.6","$819.19M","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/saia",
"SAJA","Sajan, Inc.","4.9","$23.42M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/saja",
"SALM","Salem Media Group, Inc.","6.27","$159.62M","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/salm",
"CRM","Salesforce.com Inc","78.22","$51.63B","2004","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/crm",
"SMM","Salient Midstream & MLP Fund","14.47","$137.46M","2012","n/a","n/a","http://www.nasdaq.com/symbol/smm",
"SAL","Salisbury Bancorp, Inc.","29.63","$80.92M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sal",
"SBH","Sally Beauty Holdings, Inc.","23.22","$3.65B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sbh",
"SSN","Samson Oil & Gas Limited","0.87","$12.34M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssn",
"SJT","San Juan Basin Royalty Trust","8.58","$399.9M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sjt",
"SN","Sanchez Energy Corporation","6.26","$387.41M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sn",
"SPP","Sanchez Production Partners LP","9.7","$30.55M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/spp",
"SAFM","Sanderson Farms, Inc.","69","$1.55B","1987","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/safm",
"SNDK","SanDisk Corporation","77.42","$15.83B","1995","Technology","Electronic Components","http://www.nasdaq.com/symbol/sndk",
"SD","Sandridge Energy Inc.","0.311","$161.16M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sd",
"SDT","SandRidge Mississippian Trust I","3.44","$96.32M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdt",
"SDR","SandRidge Mississippian Trust II","2.99","$148.68M","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdr",
"PER","SandRidge Permian Trust","4.64","$243.6M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/per",
"SAND          ","Sandstorm Gold Ltd","3","$354.76M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sand          ",
"SASR","Sandy Spring Bancorp, Inc.","28.03","$688.61M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sasr",
"SGMO","Sangamo BioSciences, Inc.","6.81","$475.75M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/sgmo",
"SANM","Sanmina Corporation","20.34","$1.64B","1993","Technology","Electrical Products","http://www.nasdaq.com/symbol/sanm",
"GCVRZ","Sanofi","0.1375","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gcvrz",
"SNY","Sanofi","50.7","$132.94B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sny",
"SC","Santander Consumer USA Holdings Inc.","22.02","$7.88B","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/sc",
"SOV^C","Santander Holdings USA, Inc.","25.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sov^c",
"SAP","SAP SE","77.38","$92.49B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sap",
"SPNS","Sapiens International Corporation N.V.","11.66","$558.88M","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spns",
"SAQ","Saratoga Investment Corp","25.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/saq",
"SAR","Saratoga Investment Corp","16.07","$90.54M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sar",
"SRPT","Sarepta Therapeutics, Inc.","24.85","$1.03B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/srpt",
"SSL","Sasol Ltd.","31.84","$20.82B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssl",
"BFS","Saul Centers, Inc.","57.39","$1.22B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bfs",
"BFS^C","Saul Centers, Inc.","25.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bfs^c",
"SBFG","SB Financial Group, Inc.","10.16","$49.91M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbfg",
"SBFGP","SB Financial Group, Inc.","12.07","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbfgp",
"SBAC","SBA Communications Corporation","117.63","$15.02B","1999","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/sbac",
"SCG","Scana Corporation","57.05","$8.15B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/scg",
"SCSC","ScanSource, Inc.","39.15","$1.08B","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/scsc",
"SLB","Schlumberger N.V.","77.15","$97.29B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/slb",
"SMIT","Schmitt Industries, Inc.","2.76","$8.27M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/smit",
"SCHN","Schnitzer Steel Industries, Inc.","16.2","$434.65M","1993","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/schn",
"SCHL","Scholastic Corporation","39.76","$1.36B","1992","Consumer Services","Books","http://www.nasdaq.com/symbol/schl",
"SWM","Schweitzer-Mauduit International, Inc.","39.33","$1.2B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/swm",
"SCLN","SciClone Pharmaceuticals, Inc.","7.64","$383.92M","1992","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scln",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","43.79","$2.02B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/saic",
"SGMS","Scientific Games Corp","11.07","$953.17M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sgms",
"SQI","SciQuest, Inc.","9.9","$275.34M","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sqi",
"SALT","Scorpio Bulkers Inc.","1.43","$479.49M","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/salt",
"SLTB","Scorpio Bulkers Inc.","18.6","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sltb",
"SBNA","Scorpio Tankers Inc.","23.1487","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbna",
"SBNB","Scorpio Tankers Inc.","24.96","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbnb",
"STNG","Scorpio Tankers Inc.","9.35","$1.71B","2010","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/stng",
"SMG","Scotts Miracle-Gro Company (The)","65.35","$4B","1992","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/smg",
"SNI","Scripps Networks Interactive, Inc","57.14","$7.34B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/sni",
"LBF","Scudder Global High Income Fund, Inc.","8","$51.86M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lbf",
"KHI","Scudder High Income Trust","8.28","$127.96M","1988","Consumer Services","Miscellaneous","http://www.nasdaq.com/symbol/khi",
"KMM","Scudder Multi-Market Income Trust","7.5809","$173.26M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kmm",
"KTF","Scudder Municiple Income Trust","13.44","$528.08M","1988","n/a","n/a","http://www.nasdaq.com/symbol/ktf",
"KST","Scudder Strategic Income Trust","10.61","$47.08M","1994","n/a","n/a","http://www.nasdaq.com/symbol/kst",
"KSM","Scudder Strategic Municiple Income Trust","13.27","$148.05M","1989","n/a","n/a","http://www.nasdaq.com/symbol/ksm",
"SCYX","SCYNEXIS, Inc.","6.39","$88.85M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scyx",
"SEB","Seaboard Corporation","3270","$3.83B","1996","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/seb",
"SA","Seabridge Gold, Inc.","9.17","$461.02M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sa",
"SEAC","SeaChange International, Inc.","6.73","$226.11M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/seac",
"SBCF","Seacoast Banking Corporation of Florida","14.98","$497.64M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbcf",
"CKH","SEACOR Holdings, Inc.","61.2","$1.1B","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ckh",
"SDRL","Seadrill Limited","6.48","$3.19B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdrl",
"SDLP","Seadrill Partners LLC","10.64","$976.98M","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdlp",
"STX","Seagate Technology.","39.55","$11.95B","2002","Technology","Electronic Components","http://www.nasdaq.com/symbol/stx",
"SEE","Sealed Air Corporation","51.18","$10.54B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/see",
"SHIP","Seanergy Maritime Holdings Corp","0.7818","$36.4M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ship",
"SRSC","Sears Canada Inc. ","7.05","$718.24M","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/srsc",
"SHLD","Sears Holdings Corporation","22.73","$2.42B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shld",
"SHLDW","Sears Holdings Corporation","17.1201","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shldw",
"SHOS","Sears Hometown and Outlet Stores, Inc.","8.26","$187.68M","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shos",
"SSW","Seaspan Corporation","16.26","$1.61B","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ssw",
"SSW^C","Seaspan Corporation","25.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^c",
"SSW^D","Seaspan Corporation","24.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^d",
"SSW^E","Seaspan Corporation","25.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^e",
